Date,Store,Product_Category,Region,Year,Month,Day,DayOfWeek,WeekOfYear,Quarter,IsWeekend,IsMonthStart,IsMonthEnd,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,DayOfYear,DayOfYear_sin,DayOfYear_cos,Store_Encoded,Category_Encoded,Region_Encoded,Sales_Lag_7,Sales_Lag_14,Sales_Lag_21,Sales_Lag_30,Sales_RollingMean_7,Sales_RollingMean_14,Sales_RollingMean_30,Sales_RollingStd_7,Sales_RollingStd_14,Sales_RollingStd_30,Predicted_Sales
2025-04-02,Store_B,Home & Garden,East,2025,4,2,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,92,0.9999166586547379,-0.01291029607500882,1,2,0,0,0,0,0,0,0,0,0,0,0,328.53308828598443
2025-04-02,Store_B,Sports,North,2025,4,2,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,92,0.9999166586547379,-0.01291029607500882,1,3,2,0,0,0,0,0,0,0,0,0,0,317.62985418950416
2025-04-02,Store_B,Food & Beverages,South,2025,4,2,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,92,0.9999166586547379,-0.01291029607500882,1,4,3,0,0,0,0,0,0,0,0,0,0,314.53929312549604
2025-04-02,Store_C,Electronics,North,2025,4,2,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,92,0.9999166586547379,-0.01291029607500882,2,0,2,0,0,0,0,0,0,0,0,0,0,330.28182019785805
2025-04-02,Store_C,Clothing,South,2025,4,2,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,92,0.9999166586547379,-0.01291029607500882,2,1,3,0,0,0,0,0,0,0,0,0,0,330.28182019785805
2025-04-02,Store_C,Home & Garden,East,2025,4,2,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,92,0.9999166586547379,-0.01291029607500882,2,2,0,0,0,0,0,0,0,0,0,0,0,328.53308828598443
2025-04-02,Store_C,Sports,East,2025,4,2,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,92,0.9999166586547379,-0.01291029607500882,2,3,0,0,0,0,0,0,0,0,0,0,0,316.378006296428
2025-04-02,Store_C,Food & Beverages,East,2025,4,2,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,92,0.9999166586547379,-0.01291029607500882,2,4,0,0,0,0,0,0,0,0,0,0,0,310.678540261456
2025-04-03,Store_A,Electronics,East,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,0,0,0,0,0,0,0,0,0,0,0,0,0,331.22308399394655
2025-04-03,Store_A,Clothing,North,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,0,1,2,0,0,0,0,0,0,0,0,0,0,332.4749318870227
2025-04-03,Store_A,Home & Garden,East,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,0,2,0,0,0,0,0,0,0,0,0,0,0,330.7261999751491
2025-04-03,Store_A,Sports,East,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,0,3,0,0,0,0,0,0,0,0,0,0,0,318.57111798559265
2025-04-03,Store_A,Food & Beverages,East,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,0,4,0,0,0,0,0,0,0,0,0,0,0,315.48055692158454
2025-04-03,Store_B,Electronics,South,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,1,0,3,0,0,0,0,0,0,0,0,0,0,330.28182019785805
2025-04-03,Store_B,Clothing,East,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,1,1,0,0,0,0,0,0,0,0,0,0,0,329.0299723047819
2025-04-03,Store_B,Home & Garden,East,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,1,2,0,0,0,0,0,0,0,0,0,0,0,328.53308828598443
2025-04-03,Store_B,Sports,West,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,1,3,1,0,0,0,0,0,0,0,0,0,0,317.62985418950416
2025-04-03,Store_B,Food & Beverages,West,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,1,4,1,0,0,0,0,0,0,0,0,0,0,314.53929312549604
2025-04-03,Store_C,Electronics,East,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,2,0,0,0,0,0,0,0,0,0,0,0,0,329.0299723047819
2025-04-03,Store_C,Clothing,North,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,2,1,2,0,0,0,0,0,0,0,0,0,0,330.28182019785805
2025-04-03,Store_C,Home & Garden,North,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,2,2,2,0,0,0,0,0,0,0,0,0,0,329.7849361790606
2025-04-03,Store_C,Sports,South,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,2,3,3,0,0,0,0,0,0,0,0,0,0,317.62985418950416
2025-04-03,Store_C,Food & Beverages,West,2025,4,3,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,93,0.9995462806873573,-0.030120304846908114,2,4,1,0,0,0,0,0,0,0,0,0,0,311.9303881545322
2025-04-04,Store_A,Electronics,North,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,0,0,2,0,0,0,0,0,0,0,0,0,0,329.95546539393735
2025-04-04,Store_A,Clothing,West,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,0,1,1,0,0,0,0,0,0,0,0,0,0,329.95546539393735
2025-04-04,Store_A,Home & Garden,West,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,0,2,1,0,0,0,0,0,0,0,0,0,0,329.4585813751399
2025-04-04,Store_A,Sports,East,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,0,3,0,0,0,0,0,0,0,0,0,0,0,316.0516514925073
2025-04-04,Store_A,Food & Beverages,East,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,0,4,0,0,0,0,0,0,0,0,0,0,0,312.9610904284992
2025-04-04,Store_B,Electronics,East,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,1,0,0,0,0,0,0,0,0,0,0,0,0,326.51050581169653
2025-04-04,Store_B,Clothing,East,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,1,1,0,0,0,0,0,0,0,0,0,0,0,326.51050581169653
2025-04-04,Store_B,Home & Garden,West,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,1,2,1,0,0,0,0,0,0,0,0,0,0,327.26546968597523
2025-04-04,Store_B,Sports,East,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,1,3,0,0,0,0,0,0,0,0,0,0,0,313.85853980334264
2025-04-04,Store_B,Food & Beverages,East,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,1,4,0,0,0,0,0,0,0,0,0,0,0,310.7679787393345
2025-04-04,Store_C,Electronics,West,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,2,0,1,0,0,0,0,0,0,0,0,0,0,327.7623537047727
2025-04-04,Store_C,Clothing,West,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,2,1,1,0,0,0,0,0,0,0,0,0,0,327.7623537047727
2025-04-04,Store_C,Home & Garden,South,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,2,2,3,0,0,0,0,0,0,0,0,0,0,327.26546968597523
2025-04-04,Store_C,Sports,East,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,2,3,0,0,0,0,0,0,0,0,0,0,0,313.85853980334264
2025-04-04,Store_C,Food & Beverages,North,2025,4,4,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,94,0.9988797155850336,-0.04732138832243185,2,4,2,0,0,0,0,0,0,0,0,0,0,309.4109216614468
2025-04-05,Store_A,Electronics,South,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,0,0,3,0,0,0,0,0,0,0,0,0,0,266.6370635395342
2025-04-05,Store_A,Clothing,North,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,0,1,2,0,0,0,0,0,0,0,0,0,0,266.7053432035926
2025-04-05,Store_A,Home & Garden,East,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,0,2,0,0,0,0,0,0,0,0,0,0,0,265.6431684879746
2025-04-05,Store_A,Sports,North,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,0,3,2,0,0,0,0,0,0,0,0,0,0,259.8285129511017
2025-04-05,Store_A,Food & Beverages,East,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,0,4,0,0,0,0,0,0,0,0,0,0,0,254.6587701952163
2025-04-05,Store_B,Electronics,North,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,1,0,2,0,0,0,0,0,0,0,0,0,0,264.5122315144279
2025-04-05,Store_B,Clothing,East,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,1,1,0,0,0,0,0,0,0,0,0,0,0,263.9469408176074
2025-04-05,Store_B,Home & Garden,East,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,1,2,0,0,0,0,0,0,0,0,0,0,0,263.45005679880995
2025-04-05,Store_B,Sports,South,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,1,3,3,0,0,0,0,0,0,0,0,0,0,257.56712159787867
2025-04-05,Store_B,Food & Beverages,East,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,1,4,0,0,0,0,0,0,0,0,0,0,0,252.46565850605162
2025-04-05,Store_C,Electronics,North,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,2,0,2,0,0,0,0,0,0,0,0,0,0,264.5122315144279
2025-04-05,Store_C,Clothing,North,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,2,1,2,0,0,0,0,0,0,0,0,0,0,264.5122315144279
2025-04-05,Store_C,Home & Garden,East,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,2,2,0,0,0,0,0,0,0,0,0,0,0,263.45005679880995
2025-04-05,Store_C,Sports,West,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,2,3,1,0,0,0,0,0,0,0,0,0,0,257.63540126193703
2025-04-05,Store_C,Food & Beverages,North,2025,4,5,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,95,0.9979171608653922,-0.06450844944931623,2,4,2,0,0,0,0,0,0,0,0,0,0,250.42204423190816
2025-04-06,Store_A,Electronics,North,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,0,0,2,0,0,0,0,0,0,0,0,0,0,266.7053432035926
2025-04-06,Store_A,Clothing,South,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,0,1,3,0,0,0,0,0,0,0,0,0,0,266.6370635395342
2025-04-06,Store_A,Home & Garden,West,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,0,2,1,0,0,0,0,0,0,0,0,0,0,266.2084591847951
2025-04-06,Store_A,Sports,East,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,0,3,0,0,0,0,0,0,0,0,0,0,0,259.2632222542812
2025-04-06,Store_A,Food & Beverages,South,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,0,4,3,0,0,0,0,0,0,0,0,0,0,255.15578122797837
2025-04-06,Store_B,Electronics,West,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,1,0,1,0,0,0,0,0,0,0,0,0,0,264.5122315144279
2025-04-06,Store_B,Clothing,North,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,1,1,2,0,0,0,0,0,0,0,0,0,0,264.5122315144279
2025-04-06,Store_B,Home & Garden,East,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,1,2,0,0,0,0,0,0,0,0,0,0,0,263.45005679880995
2025-04-06,Store_B,Sports,South,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,1,3,3,0,0,0,0,0,0,0,0,0,0,257.56712159787867
2025-04-06,Store_B,Food & Beverages,South,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,1,4,3,0,0,0,0,0,0,0,0,0,0,252.96266953881369
2025-04-06,Store_C,Electronics,East,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,2,0,0,0,0,0,0,0,0,0,0,0,0,263.9469408176074
2025-04-06,Store_C,Clothing,East,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,2,1,0,0,0,0,0,0,0,0,0,0,0,263.9469408176074
2025-04-06,Store_C,Home & Garden,North,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,2,2,2,0,0,0,0,0,0,0,0,0,0,264.01534749563046
2025-04-06,Store_C,Sports,East,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,2,3,0,0,0,0,0,0,0,0,0,0,0,257.0701105651165
2025-04-06,Store_C,Food & Beverages,East,2025,4,6,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,96,0.9966589017541702,-0.08167639533042241,2,4,0,0,0,0,0,0,0,0,0,0,0,249.8567535350877
2025-04-07,Store_A,Electronics,South,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,0,0,3,0,0,0,0,0,0,0,0,0,0,325.1373222031843
2025-04-07,Store_A,Clothing,South,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,0,1,3,0,0,0,0,0,0,0,0,0,0,325.1373222031843
2025-04-07,Store_A,Home & Garden,South,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,0,2,3,0,0,0,0,0,0,0,0,0,0,324.6404381843868
2025-04-07,Store_A,Sports,East,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,0,3,0,0,0,0,0,0,0,0,0,0,0,314.5604024553057
2025-04-07,Store_A,Food & Beverages,North,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,0,4,2,0,0,0,0,0,0,0,0,0,0,312.7216892843737
2025-04-07,Store_B,Electronics,East,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,1,0,0,0,0,0,0,0,0,0,0,0,0,322.2326773745894
2025-04-07,Store_B,Clothing,North,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,1,1,2,0,0,0,0,0,0,0,0,0,0,323.48452526766556
2025-04-07,Store_B,Home & Garden,South,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,1,2,3,0,0,0,0,0,0,0,0,0,0,322.9876412488681
2025-04-07,Store_B,Sports,West,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,1,3,1,0,0,0,0,0,0,0,0,0,0,314.1594534128631
2025-04-07,Store_B,Food & Beverages,North,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,1,4,2,0,0,0,0,0,0,0,0,0,0,311.068892348855
2025-04-07,Store_C,Electronics,West,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,2,0,1,0,0,0,0,0,0,0,0,0,0,323.48452526766556
2025-04-07,Store_C,Clothing,West,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,2,1,1,0,0,0,0,0,0,0,0,0,0,323.48452526766556
2025-04-07,Store_C,Home & Garden,North,2025,4,7,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,97,0.9951053111006976,-0.09882013873287143,2,2,2,0,0,0,0,0,0,0,0,0,0,322.9876412488681
