Date,Store,Product_Category,Region,Sales,Quantity,Year,Month,Day,DayOfWeek,WeekOfYear,Quarter,IsWeekend,IsMonthStart,IsMonthEnd,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,DayOfYear,DayOfYear_sin,DayOfYear_cos,Sales_Lag_7,Sales_Lag_14,Sales_Lag_21,Sales_Lag_30,Sales_RollingMean_7,Sales_RollingStd_7,Sales_RollingMean_14,Sales_RollingStd_14,Sales_RollingMean_30,Sales_RollingStd_30,Store_Encoded,Category_Encoded,Region_Encoded
2023-02-11,Store_A,Clothing,North,732.04,4,2023,2,11,5,6,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,42,0.6616346182422783,0.7498264012045686,832.81,823.84,694.39,858.54,799.26,174.59661413288245,835.3928571428571,163.04718356393616,867.893,156.41731946501542,0,0,1
2023-02-12,Store_A,Clothing,West,875.24,5,2023,2,12,6,6,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,43,0.6744436188329455,0.7383263540031065,631.48,567.58,815.49,822.2,784.8642857142858,175.521193293682,828.8357142857142,165.37681721610048,863.6763333333333,158.37102962354888,0,0,3
2023-02-13,Store_A,Clothing,West,827.64,5,2023,2,13,0,7,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,44,0.6870527672236669,0.7266075247685656,950.5,922.77,1080.75,986.14,819.6871428571428,163.80819410866738,850.8114285714286,147.4608560761984,865.4443333333332,158.18798999015837,0,0,3
2023-02-14,Store_A,Clothing,West,794.12,4,2023,2,14,1,7,1,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,45,0.699458327051647,0.7146733860429609,849.29,943.29,1023.11,606.45,802.1357142857142,153.72791037599976,844.0164285714285,146.0752239618154,860.161,156.65733310702984,0,0,3
2023-02-15,Store_A,Clothing,East,853.54,5,2023,2,15,2,7,1,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,46,0.7116566222817746,0.7025274741691571,1056.41,854.32,979.86,1058.48,794.2542857142856,152.3152045219761,833.3614285714285,143.6980351483434,866.4166666666666,149.77249663114534,0,0,0
2023-02-16,Store_A,Clothing,South,1009.9,6,2023,2,16,3,7,1,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,47,0.7236440382959124,0.6901733882429719,567.97,1070.17,720.92,949.43,765.2728571428571,106.54360933662868,833.3057142857143,143.6894350119937,859.5853333333332,145.3176891653863,0,0,2
2023-02-17,Store_A,Clothing,West,955.9,5,2023,2,17,4,7,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,48,0.7354170229639855,0.6776147890466889,706.36,918.71,803.35,1118.13,828.4057142857143,100.93146368652724,829.0007142857143,136.7839082114721,861.601,147.0163303467363,0,0,3
2023-02-18,Store_A,Clothing,East,869.56,5,2023,2,18,5,7,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,49,0.7469720876965552,0.6648553979642865,732.04,832.81,823.84,997.44,864.0542857142857,94.50472137361598,831.6571428571427,139.00325626670505,856.1933333333334,140.07487259795508,0,0,0
2023-02-19,Store_A,Clothing,South,683.69,4,2023,2,19,6,7,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,50,0.7583058084785624,0.6518989958787126,875.24,631.48,567.58,826.61,883.6999999999999,74.70800581820778,834.282142857143,139.3732114850998,851.9306666666666,137.5513778853594,0,0,2
2023-02-20,Store_A,Clothing,East,721.37,4,2023,2,20,0,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,51,0.7694148268839378,0.6387494220515272,827.64,950.5,922.77,694.39,856.3357142857143,106.59777700264101,838.0114285714286,134.12914998137168,847.1666666666666,140.89296255970555,0,0,0
2023-02-21,Store_A,Clothing,West,848.0,5,2023,2,21,1,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,52,0.7802958510707755,0.6254105729852463,794.12,849.29,943.29,815.49,841.1542857142857,118.2916494456453,821.6450000000001,133.32426628625885,848.066,139.96721383583204,0,0,3
2023-02-22,Store_A,Clothing,West,902.33,5,2023,2,22,2,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,53,0.7909456567567772,0.6118864012687243,853.54,1056.41,854.32,1080.75,848.8514285714285,116.45986696834977,821.5528571428571,133.30413487894592,849.1496666666667,139.8320897136211,0,0,3
2023-02-23,Store_A,Clothing,West,939.07,5,2023,2,23,3,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,54,0.8013610881746766,0.5981809144059165,1009.9,567.97,1070.17,1023.11,855.8214285714286,118.23374608920133,810.5471428571428,117.89213116747369,843.2023333333333,133.28291096924917,0,0,3
2023-02-24,Store_A,Clothing,West,931.75,5,2023,2,24,4,8,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,55,0.8115390590073611,0.5842981736283684,955.9,706.36,918.71,979.86,845.7028571428572,105.15760579788261,837.0542857142857,99.42870021464448,840.4010000000001,130.21919362605772,0,0,3
2023-02-25,Store_A,Clothing,West,787.26,4,2023,2,25,5,8,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,56,0.8214765533024142,0.5702422926917871,869.56,732.04,832.81,720.92,842.2528571428571,101.26377712263587,853.1535714285714,94.77768624175557,838.7973333333334,128.73024294164955,0,0,3
2023-02-26,Store_A,Clothing,North,869.14,5,2023,2,26,6,8,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,57,0.8311706263658079,0.5560174366570446,683.69,875.24,631.48,803.35,830.4957142857144,102.33689198868987,857.0978571428572,90.39749385383948,841.0086666666667,127.1961720236552,0,0,1
2023-02-27,Store_A,Clothing,East,1041.03,6,2023,2,27,0,9,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,58,0.8406184056344782,0.5416278206559814,721.37,827.64,950.5,823.84,856.9885714285714,79.44117266434161,856.6621428571427,90.31798851226206,843.2016666666666,127.09160942714365,0,0,0
2023-02-28,Store_A,Clothing,West,923.87,5,2023,2,28,1,9,1,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,59,0.8498170915275278,0.5270777086423722,848.0,794.12,849.29,567.58,902.6542857142857,80.36038386691618,871.9042857142857,102.25989090504683,850.4413333333333,132.04033220647173,0,0,3
2023-03-01,Store_A,Clothing,South,996.89,6,2023,3,1,2,9,1,0,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,60,0.8587639582758029,0.5123714121284237,902.33,853.54,1056.41,922.77,913.4928571428571,76.797830853544,881.172142857143,100.53305795214219,862.3176666666667,121.3081921412347,0,0,2
2023-03-02,Store_A,Clothing,South,878.1,5,2023,3,2,3,9,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,61,0.8674563547295969,0.49751328890718066,939.07,1009.9,567.97,943.29,927.0014285714286,82.60401976267507,891.4114285714286,104.71533947268234,864.7883333333334,123.31998599335915,0,0,2
2023-03-03,Store_A,Clothing,South,1433.94,8,2023,3,3,4,9,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,62,0.8758917051442429,0.48250774176121847,931.75,955.9,706.36,854.32,918.2914285714286,84.31606715776307,881.9971428571429,99.01273417934846,862.6153333333333,122.46037787743863,0,0,2
2023-03-04,Store_A,Clothing,South,1046.82,6,2023,3,4,5,9,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,63,0.8840675099433636,0.4673592171580022,787.26,869.56,732.04,1070.17,990.0328571428572,213.049166134196,916.1428571428571,177.65611723554235,881.936,160.82161864882337,0,0,2
2023-03-05,Store_A,Clothing,East,1060.46,6,2023,3,5,6,9,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,64,0.8919813464595485,0.45207220393230435,869.14,683.69,875.24,918.71,1027.1128571428571,193.57304665287538,928.8042857142857,180.37657961200907,881.1576666666666,159.93325313981782,0,0,0
2023-03-06,Store_A,Clothing,South,1315.22,8,2023,3,6,0,10,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,65,0.8996308696522433,0.43665123195606403,1041.03,721.37,827.64,832.81,1054.4442857142856,180.62424429896313,955.7164285714287,168.72297780714354,885.8826666666666,163.14263894187664,0,0,2
2023-03-07,Store_A,Clothing,East,1011.91,6,2023,3,7,1,10,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,66,0.9070138128026359,0.4211008707960896,923.87,848.0,794.12,631.48,1093.6142857142856,205.27815014894188,998.1342857142857,179.57460136985628,901.963,180.57443043014806,0,0,0
2023-03-08,Store_A,Clothing,North,1077.18,6,2023,3,8,2,10,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,67,0.9141279881853337,0.40542572835999735,996.89,902.33,853.54,950.5,1106.1914285714286,195.61436965183776,1009.8421428571429,174.29901774640774,914.644,174.16893102724254,0,0,1
2023-03-09,Store_A,Clothing,North,1194.01,7,2023,3,9,3,10,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,68,0.9209712877166346,0.38963044953078796,878.1,939.07,1009.9,849.29,1117.6614285714286,190.42226064097432,1022.3314285714285,172.25510892756785,918.8666666666667,176.58709394269556,0,0,1
2023-03-10,Store_A,Clothing,East,1175.88,7,2023,3,10,4,10,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,69,0.9275416835791966,0.37371971479046906,1433.94,931.75,955.9,1056.41,1162.7914285714287,159.0315650459131,1040.5414285714285,176.20623890365323,930.3573333333334,183.002631353483,0,0,0
2023-03-11,Store_A,Clothing,West,785.26,4,2023,3,11,5,10,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,70,0.9338372288229252,0.35769823883312546,1046.82,787.26,869.56,567.97,1125.9257142857143,107.1466508820421,1057.9792857142859,176.69098451008395,934.3396666666667,187.09441329471036,0,0,3
2023-03-12,Store_A,Clothing,West,968.87,6,2023,3,12,6,10,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,71,0.9398560579418954,0.3415707691678556,1060.46,869.14,683.69,706.36,1088.56,167.78183622390952,1057.8364285714285,176.92735221888867,941.5826666666667,176.31764517353378,0,0,3
2023-03-13,Store_A,Clothing,West,939.25,5,2023,3,13,0,11,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,72,0.9455963874271426,0.3253420847119801,1315.22,1041.03,721.37,732.04,1075.4757142857145,173.80168956381937,1064.96,170.6415480563769,950.3330000000001,170.66475441940085,0,0,3
2023-03-14,Store_A,Clothing,West,1336.57,8,2023,3,14,1,11,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,73,0.9510565162951535,0.30901699437494745,1011.91,923.87,848.0,875.24,1021.7657142857144,142.67032964812594,1057.69,173.87692632345494,957.24,165.64472713487177,0,0,3
2023-03-15,Store_A,Clothing,South,1419.61,8,2023,3,15,2,11,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,74,0.9562348265919056,0.29260033563334836,1077.18,996.89,902.33,827.64,1068.1457142857143,185.32665313414824,1087.1685714285716,184.12618314861945,972.6176666666668,178.67135724918043,0,0,2
2023-03-16,Store_A,Clothing,South,1051.35,6,2023,3,16,3,11,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,75,0.9611297838723007,0.27609697309746883,1194.01,878.1,939.07,794.12,1117.0642857142857,228.31635566009032,1117.3628571428571,201.97776375815988,992.3500000000001,194.12783168438938,0,0,2
2023-03-17,Store_A,Clothing,West,1161.14,7,2023,3,17,4,11,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,76,0.9657399376548549,0.2595117970697999,1175.88,1433.94,931.75,853.54,1096.6842857142858,226.664385958414,1129.7378571428571,191.21116708532386,1000.9243333333333,190.7212379306928,0,0,3
2023-03-18,Store_A,Clothing,South,833.77,5,2023,3,18,5,11,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,77,0.9700639218515071,0.2428497220959356,785.26,1046.82,787.26,1009.9,1094.5785714285714,225.873121791016,1110.2521428571429,170.6173594368656,1011.1776666666667,190.79291175807938,0,0,2
2023-03-19,Store_A,Clothing,South,1078.09,6,2023,3,19,6,11,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,78,0.9741004551724205,0.22611568550828828,968.87,1060.46,869.14,955.9,1101.5085714285713,215.29784055493715,1095.0342857142857,185.55742580809664,1005.3066666666667,193.5239367415666,0,0,2
2023-03-20,Store_A,Clothing,North,1137.73,7,2023,3,20,0,12,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,79,0.9778483415056568,0.20931464596304847,939.25,1315.22,1041.03,869.56,1117.1114285714286,207.91434762329206,1096.2935714285716,185.36446093728767,1009.3796666666666,193.7339647376999,0,0,1
2023-03-21,Store_A,Clothing,East,1053.52,6,2023,3,21,1,12,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,80,0.9813064702716093,0.19245158197082998,1336.57,1011.91,923.87,683.69,1145.4657142857143,192.5845852136272,1083.6157142857141,175.02039167850282,1018.3186666666667,193.24628924899324,0,0,0
2023-03-22,Store_A,Clothing,West,1007.65,6,2023,3,22,2,12,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,81,0.9844738167520922,0.1755314904214282,1419.61,1077.18,996.89,721.37,1105.03,174.6524034570765,1086.587857142857,174.05970665168365,1030.6463333333334,182.6701728381304,0,0,3
2023-03-23,Store_A,Clothing,East,1191.48,7,2023,3,23,3,12,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,82,0.9873494423939864,0.15855938510313475,1051.35,1194.01,878.1,848.0,1046.1785714285713,107.46986064762156,1081.6214285714284,175.33605556877748,1040.189,173.18800584316114,0,0,0
2023-03-24,Store_A,Clothing,East,1195.02,7,2023,3,24,4,12,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,83,0.989932495087353,0.141540295217043,1161.14,1175.88,1433.94,902.33,1066.1971428571428,120.81610319190204,1081.4407142857142,175.21256946763378,1051.6383333333333,171.38867037120326,0,0,0
2023-03-25,Store_A,Clothing,West,802.36,5,2023,3,25,5,12,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,84,0.9922222094179323,0.12447926388678915,833.77,785.26,1046.82,939.07,1071.037142857143,125.82818175516026,1082.807857142857,176.07867272149255,1061.3946666666668,170.92627532992307,0,0,3
2023-03-26,Store_A,Clothing,North,899.19,5,2023,3,26,6,12,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,85,0.994217906893952,0.10738134666416309,1078.09,968.87,1060.46,931.75,1066.55,135.85970508825196,1084.0292857142856,173.90171266747535,1056.8376666666666,176.04570364036053,0,0,1
2023-03-27,Store_A,Clothing,North,1005.32,6,2023,3,27,0,13,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,86,0.995918996147179,0.09025161003104117,1137.73,939.25,1315.22,787.26,1040.992857142857,149.47194939901942,1079.0521428571428,178.39035995766147,1055.7523333333334,176.94155740172204,0,0,1
2023-03-28,Store_A,Clothing,East,984.26,6,2023,3,28,1,13,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,87,0.9973249731081555,0.07309512989807777,1053.52,1336.57,1011.91,869.14,1022.0771428571428,143.4462908448422,1083.7714285714287,175.2537837562401,1063.021,169.86926099209282,0,0,0
2023-03-29,Store_A,Clothing,South,734.84,4,2023,3,29,2,13,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,88,0.9984354211555643,0.055916990100603484,1007.65,1419.61,1077.18,1041.03,1012.1828571428571,143.30459107722174,1058.6064285714285,160.86546670609982,1066.8583333333333,166.60743745213645,0,0,2
2023-03-30,Store_A,Clothing,South,1320.61,8,2023,3,30,3,13,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,89,0.9992500112396835,0.03872228089217446,1191.48,1051.35,1194.01,923.87,973.21,177.70929604272334,1009.6942857142857,146.08154533654152,1056.652,177.28090916532022,0,0,2
2023-03-31,Store_A,Clothing,South,1092.3,6,2023,3,31,4,13,1,0,0,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,90,0.9997685019798909,0.021516097436222254,1195.02,1161.14,1175.88,996.89,991.6571428571427,208.2252189909036,1028.9271428571428,168.05959938383424,1069.8766666666666,181.77507073366695,0,0,2
2023-04-01,Store_A,Clothing,West,1001.28,6,2023,4,1,5,13,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,91,0.9999907397361901,0.004303538296244289,802.36,833.77,785.26,878.1,976.9828571428571,194.68420640568095,1024.01,164.87052253207642,1073.057,181.28805718219908,0,0,3
2023-04-02,Store_A,Clothing,North,939.92,5,2023,4,2,6,13,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,92,0.9999166586547379,-0.01291029607500882,899.19,1078.09,968.87,1433.94,1005.4,178.8183958657504,1035.975,155.83297215781505,1077.163,178.08689853164498,0,0,1
2023-04-03,Store_A,Clothing,North,1212.17,7,2023,4,3,0,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,93,0.9995462806873573,-0.030120304846908114,1005.32,1137.73,939.25,1046.82,1011.2185714285714,175.41673622439583,1026.1057142857142,157.32869764698563,1060.6956666666667,166.41700641882142,0,0,1
2023-04-04,Store_A,Clothing,West,1326.81,8,2023,4,4,1,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,94,0.9988797155850336,-0.04732138832243185,984.26,1053.52,1336.57,1060.46,1040.7685714285715,190.98885398792055,1031.422857142857,162.56224310557602,1066.2073333333333,168.66458923440015,0,0,3
2023-04-05,Store_A,Clothing,West,1256.18,7,2023,4,5,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,95,0.9979171608653922,-0.06450844944931623,734.84,1007.65,1419.61,1315.22,1089.7042857142858,216.30380077236634,1050.9435714285714,180.80476974678157,1075.0856666666666,175.23388706847246,0,0,3
2023-04-06,Store_A,Clothing,South,1295.94,8,2023,4,6,3,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,96,0.9966589017541702,-0.08167639533042241,1320.61,1191.48,1051.35,1011.91,1164.1814285714286,154.7479638453629,1068.6957142857143,188.2736265984361,1073.1176666666665,172.7580537507495,0,0,2
2023-04-07,Store_A,Clothing,East,950.53,5,2023,4,7,4,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,97,0.9951053111006976,-0.09882013873287143,1092.3,1195.02,1161.14,1077.18,1160.6571428571428,150.82278394573845,1076.1571428571428,195.44722362309957,1082.5853333333332,177.01834322899967,0,0,0
2023-04-08,Store_A,Clothing,North,1097.5,6,2023,4,8,5,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,98,0.9932568492674143,-0.11593459959550041,1001.28,802.36,833.77,1194.01,1140.4042857142856,169.8501999662394,1058.6935714285714,194.93177416360655,1078.3636666666666,178.6543610261946,0,0,1
2023-04-09,Store_A,Clothing,East,1154.62,7,2023,4,9,6,14,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,99,0.9911140639934547,-0.1330147065341959,939.92,899.19,1078.09,1175.88,1154.15,160.34189554407394,1079.7749999999999,180.50276404233526,1075.1466666666668,177.3643914099716,0,0,0
2023-04-10,Store_A,Clothing,West,1015.44,6,2023,4,10,0,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,100,0.9886775902323405,-0.1500553983446526,1212.17,1005.32,1137.73,785.26,1184.8214285714287,130.24189871524592,1098.02,173.62353908118794,1074.4379999999999,176.99010617974375,0,0,3
2023-04-11,Store_A,Clothing,West,1133.44,7,2023,4,11,1,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,101,0.9859481499638304,-0.16705162550211924,1326.81,984.26,1053.52,968.87,1156.717142857143,143.86966378338033,1098.742857142857,173.22852498399837,1082.1106666666667,168.8225130830538,0,0,3
2023-04-12,Store_A,Clothing,East,1315.96,8,2023,4,12,2,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,102,0.9829265519799822,-0.18399835165768005,1256.18,734.84,1007.65,939.25,1129.0928571428572,122.78668368547254,1109.3985714285714,170.2065559551387,1087.5963333333334,167.6859402837646,0,0,0
2023-04-13,Store_A,Clothing,North,1087.62,6,2023,4,13,3,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,103,0.9796136916454901,-0.20089055513063506,1295.94,1320.61,1191.48,1336.57,1137.6328571428571,134.60874423234773,1150.9071428571428,140.0180129306755,1100.1533333333332,170.2788427810403,0,0,1
2023-04-14,Store_A,Clothing,West,1063.03,6,2023,4,14,4,15,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,104,0.9760105506323683,-0.21772323039653177,950.53,1092.3,1195.02,1419.61,1107.8728571428571,115.4394612938299,1134.2649999999999,131.90740375499962,1091.855,164.3220155197789,0,0,3
2023-04-15,Store_A,Clothing,East,1057.41,6,2023,4,15,5,15,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,105,0.9721181966290613,-0.23449138957040985,1097.5,1001.28,802.36,1051.35,1123.9442857142856,96.09343263323564,1132.1742857142858,132.85228637702954,1079.969,152.24970975228456,0,0,0
2023-04-16,Store_A,Clothing,North,1027.91,6,2023,4,16,6,15,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,106,0.9679377830240642,-0.25119006388481935,1154.62,939.92,899.19,1161.14,1118.217142857143,99.0804357940707,1136.1835714285714,129.40034274161806,1080.171,152.21444567247562,0,0,1
2023-04-17,Store_A,Clothing,North,1164.79,7,2023,4,17,0,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,107,0.9634705485641488,-0.2678143051621742,1015.44,1212.17,1005.32,833.77,1100.1157142857144,102.82523731347072,1142.4685714285713,120.99859909278888,1075.73,151.71336919699326,0,0,1
2023-04-18,Store_A,Clothing,West,1059.92,6,2023,4,18,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,108,0.9587178169872964,-0.2843591872810034,1133.44,1326.81,984.26,1078.09,1121.4514285714288,97.69380250363457,1139.0842857142857,119.5530787631925,1086.764,145.4156957709567,0,0,3
2023-04-19,Store_A,Clothing,North,1272.03,7,2023,4,19,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,109,0.9536809966304457,-0.30081980763566735,1315.96,1256.18,734.84,1137.73,1110.9485714285715,100.1121829796579,1120.0207142857143,108.04072098870003,1086.1583333333333,145.49088960892055,0,0,1
